name,load,startTime,endTime,startPos,endPos
DeRotterda.West.LW.LW02,7,2014-04-03 14:37:23,2014-04-03 14:37:33,0,2
DeRotterda.West.LW.LW02,1,2014-04-03 14:42:40,2014-04-03 14:42:47,2,3
DeRotterda.West.LW.LW02,10,2014-04-03 14:43:00,2014-04-03 14:43:27,3,21
DeRotterda.West.LW.LW02,3,2014-04-03 14:52:26,2014-04-03 14:52:57,21,0
DeRotterda.West.LW.LW02,5,2014-04-03 14:53:07,2014-04-03 14:53:18,0,4
DeRotterda.West.LW.LW02,1,2014-04-03 14:54:07,2014-04-03 14:54:17,4,1
DeRotterda.West.LW.LW02,4,2014-04-03 14:54:27,2014-04-03 14:54:35,1,0
DeRotterda.West.LW.LW02,4,2014-04-03 14:56:53,2014-04-03 14:57:20,0,17
DeRotterda.West.LW.LW02,2,2014-04-03 15:03:21,2014-04-03 15:03:33,17,11
DeRotterda.West.LW.LW02,10,2014-04-03 15:03:47,2014-04-03 15:04:08,11,0
DeRotterda.West.LW.LW02,0,2014-04-03 15:05:10,2014-04-03 15:05:54,0,35
DeRotterda.West.LW.LW02,4,2014-04-03 15:26:47,2014-04-03 15:28:09,35,25
DeRotterda.West.LW.LW02,7,2014-04-03 15:28:33,2014-04-03 15:29:08,25,0
DeRotterda.West.LW.LW02,4,2014-04-03 15:29:30,2014-04-03 15:30:04,0,25
DeRotterda.West.LW.LW02,3,2014-04-03 15:30:37,2014-04-03 15:31:08,25,3
DeRotterda.West.LW.LW02,6,2014-04-03 15:32:13,2014-04-03 15:32:20,3,2
DeRotterda.West.LW.LW02,1,2014-04-03 15:33:29,2014-04-03 15:33:39,2,0
DeRotterda.West.LW.LW02,4,2014-04-03 15:33:48,2014-04-03 15:34:06,0,9
DeRotterda.West.LW.LW02,1,2014-04-03 15:36:20,2014-04-03 15:36:29,9,11
DeRotterda.West.LW.LW02,9,2014-04-03 15:36:39,2014-04-03 15:36:59,11,0
DeRotterda.West.LW.LW02,0,2014-04-03 15:38:05,2014-04-03 15:38:14,0,1
DeRotterda.West.LW.LW02,3,2014-04-03 15:38:21,2014-04-03 15:38:29,1,0
DeRotterda.West.LW.LW02,3,2014-04-03 15:39:18,2014-04-03 15:39:53,0,21
DeRotterda.West.LW.LW02,3,2014-04-03 15:44:48,2014-04-03 15:45:01,21,22
DeRotterda.West.LW.LW02,13,2014-04-03 15:45:44,2014-04-03 15:46:13,22,2
DeRotterda.West.LW.LW02,1,2014-04-03 15:48:44,2014-04-03 15:48:54,2,0
DeRotterda.West.LW.LW02,5,2014-04-03 15:49:39,2014-04-03 15:50:14,0,25
DeRotterda.West.LW.LW02,3,2014-04-03 15:50:22,2014-04-03 15:50:57,25,0
DeRotterda.West.LW.LW02,5,2014-04-03 15:51:05,2014-04-03 15:51:25,0,11
DeRotterda.West.LW.LW02,1,2014-04-03 16:01:39,2014-04-03 16:01:53,11,18
DeRotterda.West.LW.LW02,6,2014-04-03 16:02:02,2014-04-03 16:02:30,18,0
DeRotterda.West.LW.LW02,4,2014-04-03 16:04:03,2014-04-03 16:04:30,0,18
DeRotterda.West.LW.LW02,2,2014-04-03 16:06:43,2014-04-03 16:06:57,18,11
DeRotterda.West.LW.LW02,6,2014-04-03 16:07:05,2014-04-03 16:07:14,11,9
DeRotterda.West.LW.LW02,11,2014-04-03 16:07:22,2014-04-03 16:07:41,9,0
DeRotterda.West.LW.LW02,0,2014-04-03 16:15:17,2014-04-03 16:15:51,0,25
DeRotterda.West.LW.LW02,5,2014-04-03 16:15:58,2014-04-03 16:16:30,25,2
DeRotterda.West.LW.LW02,1,2014-04-03 16:23:41,2014-04-03 16:23:51,2,0
DeRotterda.West.LW.LW02,13,2014-04-03 16:24:03,2014-04-03 16:24:23,0,11
DeRotterda.West.LW.LW02,2,2014-04-03 16:29:25,2014-04-03 16:29:34,11,9
DeRotterda.West.LW.LW02,11,2014-04-03 16:29:51,2014-04-03 16:30:19,9,30
DeRotterda.West.LW.LW02,4,2014-04-03 16:53:49,2014-04-03 16:54:01,30,25
DeRotterda.West.LW.LW02,7,2014-04-03 16:54:09,2014-04-03 16:54:44,25,0
DeRotterda.West.LW.LW02,0,2014-04-03 16:55:46,2014-04-03 16:55:56,0,2
DeRotterda.West.LW.LW02,5,2014-04-03 16:56:04,2014-04-03 16:56:30,2,19
DeRotterda.West.LW.LW02,9,2014-04-03 17:02:45,2014-04-03 17:03:14,19,0
DeRotterda.West.LW.LW02,0,2014-04-03 17:11:34,2014-04-03 17:18:39,0,0
DeRotterda.West.LW.LW02,3,2014-04-03 17:18:48,2014-04-03 17:19:13,0,16
DeRotterda.West.LW.LW02,2,2014-04-03 17:24:59,2014-04-03 17:25:06,16,15
DeRotterda.West.LW.LW02,11,2014-04-03 17:25:18,2014-04-03 17:25:43,15,0
DeRotterda.West.LW.LW02,0,2014-04-03 17:29:36,2014-04-03 17:29:56,0,11
DeRotterda.West.LW.LW02,4,2014-04-03 17:30:09,2014-04-03 17:30:25,11,3
DeRotterda.West.LW.LW02,4,2014-04-03 17:30:34,2014-04-03 17:30:41,3,2
DeRotterda.West.LW.LW02,1,2014-04-03 17:31:16,2014-04-03 17:31:36,2,11
DeRotterda.West.LW.LW02,14,2014-04-03 17:31:56,2014-04-03 17:32:16,11,0
DeRotterda.West.LW.LW02,1,2014-04-03 17:32:29,2014-04-03 17:32:47,0,9
DeRotterda.West.LW.LW02,6,2014-04-03 17:32:55,2014-04-03 17:33:14,9,0
DeRotterda.West.LW.LW02,0,2014-04-03 17:33:46,2014-04-03 17:33:57,0,2
DeRotterda.West.LW.LW02,4,2014-04-03 17:34:05,2014-04-03 17:34:23,2,11
DeRotterda.West.LW.LW02,1,2014-04-03 17:37:39,2014-04-03 17:37:48,11,9
DeRotterda.West.LW.LW02,5,2014-04-03 17:37:57,2014-04-03 17:38:15,9,0
DeRotterda.West.LW.LW02,4,2014-04-03 17:42:43,2014-04-03 17:43:03,0,10
DeRotterda.West.LW.LW02,1,2014-04-03 17:43:11,2014-04-03 17:43:23,10,16
DeRotterda.West.LW.LW02,6,2014-04-03 17:43:32,2014-04-03 17:43:54,16,2
DeRotterda.West.LW.LW02,0,2014-04-03 17:51:22,2014-04-03 17:51:32,2,0
DeRotterda.West.LW.LW02,4,2014-04-03 17:51:40,2014-04-03 17:51:58,0,8
DeRotterda.West.LW.LW02,1,2014-04-03 17:53:56,2014-04-03 17:54:08,8,11
DeRotterda.West.LW.LW02,13,2014-04-03 17:54:20,2014-04-03 17:54:40,11,0
DeRotterda.West.LW.LW02,4,2014-04-03 18:15:00,2014-04-03 18:15:20,0,11
DeRotterda.West.LW.LW02,1,2014-04-03 18:22:50,2014-04-03 18:23:11,11,0
DeRotterda.West.LW.LW02,8,2014-04-03 18:23:22,2014-04-03 18:23:44,0,12
DeRotterda.West.LW.LW02,5,2014-04-03 18:23:52,2014-04-03 18:24:01,12,14
DeRotterda.West.LW.LW02,2,2014-04-03 18:26:06,2014-04-03 18:26:30,14,0
DeRotterda.West.LW.LW02,4,2014-04-03 18:26:38,2014-04-03 18:27:31,0,43
DeRotterda.West.LW.LW02,10,2014-04-03 18:37:52,2014-04-03 18:38:45,43,0
DeRotterda.West.LW.LW02,0,2014-04-03 18:39:59,2014-04-03 18:40:09,0,2
DeRotterda.West.LW.LW02,4,2014-04-03 18:40:18,2014-04-03 18:40:46,2,22
DeRotterda.West.LW.LW02,3,2014-04-03 18:46:43,2014-04-03 18:46:52,22,24
DeRotterda.West.LW.LW02,8,2014-04-03 18:47:03,2014-04-03 18:47:37,24,0
DeRotterda.West.LW.LW02,4,2014-04-03 18:48:31,2014-04-03 18:48:52,0,11
DeRotterda.West.LW.LW02,1,2014-04-03 18:49:50,2014-04-03 18:50:10,11,0
DeRotterda.West.LW.LW02,4,2014-04-03 18:50:19,2014-04-03 18:50:49,0,21
DeRotterda.West.LW.LW02,3,2014-04-03 18:57:50,2014-04-03 18:58:22,21,0
DeRotterda.West.LW.LW02,3,2014-04-03 18:58:30,2014-04-03 18:59:18,0,39
DeRotterda.West.LW.LW02,8,2014-04-03 18:59:45,2014-04-03 19:00:34,39,0
DeRotterda.West.LW.LW02,3,2014-04-03 19:00:59,2014-04-03 19:01:24,0,15
DeRotterda.West.LW.LW02,2,2014-04-03 19:04:28,2014-04-03 19:04:52,15,0
DeRotterda.West.LW.LW02,10,2014-04-03 19:05:03,2014-04-03 19:05:30,0,18
DeRotterda.West.LW.LW02,7,2014-04-03 19:05:37,2014-04-03 19:05:51,18,25
DeRotterda.West.LW.LW02,3,2014-04-03 19:06:38,2014-04-03 19:06:51,25,18
DeRotterda.West.LW.LW02,7,2014-04-03 19:07:00,2014-04-03 19:07:28,18,0
DeRotterda.West.LW.LW02,3,2014-04-03 19:09:35,2014-04-03 19:10:20,0,35
DeRotterda.West.LW.LW02,4,2014-04-03 19:13:50,2014-04-03 19:14:35,35,0
DeRotterda.West.LW.LW02,0,2014-04-03 19:14:45,2014-04-03 19:15:35,0,40
DeRotterda.West.LW.LW02,4,2014-04-03 19:23:33,2014-04-03 19:24:09,40,35
DeRotterda.West.LW.LW02,20,2014-04-03 19:24:29,2014-04-03 19:25:14,35,0
DeRotterda.West.LW.LW02,1,2014-04-03 19:25:27,2014-04-03 19:25:37,0,2
DeRotterda.West.LW.LW02,0,2014-04-03 19:41:04,2014-04-03 19:41:14,2,0
DeRotterda.West.LW.LW02,5,2014-04-03 19:41:22,2014-04-03 19:41:30,0,1
DeRotterda.West.LW.LW02,4,2014-04-03 19:41:56,2014-04-03 19:42:19,1,15
DeRotterda.West.LW.LW02,2,2014-04-03 19:43:17,2014-04-03 19:43:26,15,12
DeRotterda.West.LW.LW02,6,2014-04-03 19:43:35,2014-04-03 19:43:55,12,1
DeRotterda.West.LW.LW02,1,2014-04-03 19:44:02,2014-04-03 19:44:10,1,0
DeRotterda.West.LW.LW02,3,2014-04-03 19:48:20,2014-04-03 19:48:44,0,14
DeRotterda.West.LW.LW02,1,2014-04-03 19:49:45,2014-04-03 19:50:08,14,0
DeRotterda.West.LW.LW02,4,2014-04-03 19:50:16,2014-04-03 19:50:34,0,8
DeRotterda.West.LW.LW02,1,2014-04-03 19:50:41,2014-04-03 19:50:56,8,2
DeRotterda.West.LW.LW02,4,2014-04-03 19:51:12,2014-04-03 19:51:43,2,25
DeRotterda.West.LW.LW02,3,2014-04-03 19:55:58,2014-04-03 19:56:12,25,18
DeRotterda.West.LW.LW02,6,2014-04-03 19:56:21,2014-04-03 19:56:48,18,0
DeRotterda.West.LW.LW02,4,2014-04-03 20:03:21,2014-04-03 20:03:39,0,8
DeRotterda.West.LW.LW02,1,2014-04-03 20:07:51,2014-04-03 20:08:27,8,9
DeRotterda.West.LW.LW02,6,2014-04-03 20:08:56,2014-04-03 20:09:15,9,0
DeRotterda.West.LW.LW02,0,2014-04-03 20:11:54,2014-04-03 20:12:04,0,2
DeRotterda.West.LW.LW02,7,2014-04-03 20:12:11,2014-04-03 20:12:40,2,23
DeRotterda.West.LW.LW02,7,2014-04-03 20:37:55,2014-04-03 20:38:27,23,0
DeRotterda.West.LW.LW02,4,2014-04-03 20:44:17,2014-04-03 20:44:39,0,12
DeRotterda.West.LW.LW02,5,2014-04-03 20:47:05,2014-04-03 20:47:26,12,0
DeRotterda.West.LW.LW02,3,2014-04-03 20:48:25,2014-04-03 20:48:47,0,12
DeRotterda.West.LW.LW02,1,2014-04-03 21:06:52,2014-04-03 21:07:29,12,42
DeRotterda.West.LW.LW02,20,2014-04-03 21:08:05,2014-04-03 21:08:54,42,2
DeRotterda.West.LW.LW02,6,2014-04-03 21:17:17,2014-04-03 21:17:42,2,18
DeRotterda.West.LW.LW02,2,2014-04-03 21:19:58,2014-04-03 21:20:06,18,20
DeRotterda.West.LW.LW02,10,2014-04-03 21:20:16,2014-04-03 21:20:45,20,0
DeRotterda.West.LW.LW02,8,2014-04-03 21:30:07,2014-04-03 21:30:24,0,8
DeRotterda.West.LW.LW02,1,2014-04-03 21:33:13,2014-04-03 21:33:27,8,15
DeRotterda.West.LW.LW02,6,2014-04-03 21:33:37,2014-04-03 21:34:01,15,0
DeRotterda.West.LW.LW02,4,2014-04-03 21:35:30,2014-04-03 21:36:02,0,22
DeRotterda.West.LW.LW02,3,2014-04-03 22:02:17,2014-04-03 22:02:26,22,24
DeRotterda.West.LW.LW02,13,2014-04-03 22:02:37,2014-04-03 22:03:10,24,0
DeRotterda.West.LW.LW02,9,2014-04-03 22:05:49,2014-04-03 22:06:34,0,35
DeRotterda.West.LW.LW02,18,2014-04-03 22:21:47,2014-04-03 22:22:32,35,0
DeRotterda.West.LW.LW02,4,2014-04-03 22:23:30,2014-04-03 22:23:49,0,9
DeRotterda.West.LW.LW02,1,2014-04-03 22:33:48,2014-04-03 22:34:03,9,2
DeRotterda.West.LW.LW02,3,2014-04-03 22:34:11,2014-04-03 22:36:31,2,13
DeRotterda.West.LW.LW02,5,2014-04-03 22:36:43,2014-04-03 22:37:05,13,0
DeRotterda.West.LW.LW02,0,2014-04-03 22:51:21,2014-04-03 22:51:37,0,7
DeRotterda.West.LW.LW02,4,2014-04-03 22:51:46,2014-04-03 22:52:03,7,0
DeRotterda.West.LW.LW02,4,2014-04-03 23:02:05,2014-04-03 23:02:29,0,14
DeRotterda.West.LW.LW02,2,2014-04-03 23:02:37,2014-04-03 23:02:59,14,1
DeRotterda.West.LW.LW02,3,2014-04-03 23:03:20,2014-04-03 23:03:42,1,14
DeRotterda.West.LW.LW02,1,2014-04-03 23:14:32,2014-04-03 23:14:52,14,2
DeRotterda.West.LW.LW02,4,2014-04-03 23:15:01,2014-04-03 23:15:21,2,13
DeRotterda.West.LW.LW02,2,2014-04-03 23:40:29,2014-04-03 23:40:52,13,0
DeRotterda.West.LW.LW02,6,2014-04-03 23:41:02,2014-04-03 23:41:23,0,12
DeRotterda.West.LW.LW02,1,2014-04-03 23:44:02,2014-04-03 23:44:24,12,0
DeRotterda.West.LW.LW02,8,2014-04-03 23:44:34,2014-04-03 23:45:26,0,43
DeRotterda.West.LW.LW02,5,2014-04-02 23:02:28,2014-04-02 23:01:35,43,42
DeRotterda.West.LW.LW03,5,2014-04-03 01:25:02,2014-04-03 01:25:41,0,24
DeRotterda.West.LW.LW03,3,2014-04-03 03:20:28,2014-04-03 03:21:07,24,0
DeRotterda.West.LW.LW03,4,2014-04-03 03:21:15,2014-04-03 07:24:16,0,24
DeRotterda.West.LW.LW03,9,2014-04-03 07:24:35,2014-04-03 07:24:43,24,25
DeRotterda.West.LW.LW03,3,2014-04-03 07:27:08,2014-04-03 07:27:19,25,22
DeRotterda.West.LW.LW03,5,2014-04-03 07:27:28,2014-04-03 07:28:05,22,0
DeRotterda.West.LW.LW03,2,2014-04-03 07:29:49,2014-04-03 07:36:19,0,0
DeRotterda.West.LW.LW03,4,2014-04-03 07:36:28,2014-04-03 07:37:00,0,17
DeRotterda.West.LW.LW03,2,2014-04-03 07:42:40,2014-04-03 07:42:54,17,13
DeRotterda.West.LW.LW03,5,2014-04-03 07:43:03,2014-04-03 07:43:28,13,1
DeRotterda.West.LW.LW03,2,2014-04-03 07:48:50,2014-04-03 07:48:59,1,2
DeRotterda.West.LW.LW03,4,2014-04-03 07:49:07,2014-04-03 07:49:19,2,0
DeRotterda.West.LW.LW03,15,2014-04-03 07:59:47,2014-04-03 08:00:15,0,14
DeRotterda.West.LW.LW03,6,2014-04-03 08:03:08,2014-04-03 08:03:37,14,0
DeRotterda.West.LW.LW03,5,2014-04-03 08:06:26,2014-04-03 08:06:55,0,14
DeRotterda.West.LW.LW03,3,2014-04-03 08:07:02,2014-04-03 08:07:29,14,0
DeRotterda.West.LW.LW03,10,2014-04-03 08:07:43,2014-04-03 08:08:23,0,25
DeRotterda.West.LW.LW03,9,2014-04-03 08:08:32,2014-04-03 08:08:49,25,30
DeRotterda.West.LW.LW03,6,2014-04-03 08:09:01,2014-04-03 08:09:34,30,9
DeRotterda.West.LW.LW03,3,2014-04-03 08:09:57,2014-04-03 08:10:15,9,17
DeRotterda.West.LW.LW03,5,2014-04-03 08:10:24,2014-04-03 08:10:55,17,0
DeRotterda.West.LW.LW03,3,2014-04-03 08:12:45,2014-04-03 08:13:45,0,43
DeRotterda.West.LW.LW03,5,2014-04-03 08:14:59,2014-04-03 08:16:00,43,0
DeRotterda.West.LW.LW03,2,2014-04-03 08:16:17,2014-04-03 08:16:27,0,1
DeRotterda.West.LW.LW03,8,2014-04-03 08:16:39,2014-04-03 08:16:49,1,0
DeRotterda.West.LW.LW03,4,2014-04-03 08:43:16,2014-04-03 08:43:56,0,25
DeRotterda.West.LW.LW03,3,2014-04-03 08:46:05,2014-04-03 08:46:21,25,18
DeRotterda.West.LW.LW03,6,2014-04-03 08:46:29,2014-04-03 08:47:02,18,0
DeRotterda.West.LW.LW03,2,2014-04-03 08:59:01,2014-04-03 08:59:41,0,25
DeRotterda.West.LW.LW03,12,2014-04-03 09:00:05,2014-04-03 09:00:13,25,24
DeRotterda.West.LW.LW03,8,2014-04-03 09:00:24,2014-04-03 09:00:44,24,14
DeRotterda.West.LW.LW03,10,2014-04-03 09:00:53,2014-04-03 09:01:18,14,1
DeRotterda.West.LW.LW03,7,2014-04-03 09:01:28,2014-04-03 09:01:38,1,0
DeRotterda.West.LW.LW03,9,2014-04-03 09:02:38,2014-04-03 09:03:00,0,9
DeRotterda.West.LW.LW03,10,2014-04-03 09:03:49,2014-04-03 09:04:18,9,26
DeRotterda.West.LW.LW03,5,2014-04-03 09:04:44,2014-04-03 09:05:12,26,9
DeRotterda.West.LW.LW03,5,2014-04-03 09:06:09,2014-04-03 09:06:32,9,0
DeRotterda.West.LW.LW03,2,2014-04-03 09:10:45,2014-04-03 09:11:20,0,20
DeRotterda.West.LW.LW03,4,2014-04-03 09:11:27,2014-04-03 09:12:02,20,0
DeRotterda.West.LW.LW03,1,2014-04-03 09:16:23,2014-04-03 09:16:50,0,13
DeRotterda.West.LW.LW03,4,2014-04-03 09:16:59,2014-04-03 09:17:51,13,13
DeRotterda.West.LW.LW03,4,2014-04-03 09:18:37,2014-04-03 09:19:00,13,2
DeRotterda.West.LW.LW03,2,2014-04-03 09:27:20,2014-04-03 09:27:32,2,0
DeRotterda.West.LW.LW03,5,2014-04-03 09:27:50,2014-04-03 09:28:10,0,7
DeRotterda.West.LW.LW03,2,2014-04-03 09:28:36,2014-04-03 09:29:35,7,0
DeRotterda.West.LW.LW03,1,2014-04-03 09:29:49,2014-04-03 09:30:10,0,7
DeRotterda.West.LW.LW03,4,2014-04-03 09:30:17,2014-04-03 09:30:46,7,25
DeRotterda.West.LW.LW03,2,2014-04-03 09:30:54,2014-04-03 09:31:25,25,44
DeRotterda.West.LW.LW03,6,2014-04-03 09:34:10,2014-04-03 09:35:06,44,3
DeRotterda.West.LW.LW03,2,2014-04-03 09:35:15,2014-04-03 09:35:28,3,0
DeRotterda.West.LW.LW03,1,2014-04-03 09:35:50,2014-04-03 09:36:23,0,19
DeRotterda.West.LW.LW03,4,2014-04-03 09:36:33,2014-04-03 09:36:41,19,18
DeRotterda.West.LW.LW03,4,2014-04-03 09:37:30,2014-04-03 09:37:38,18,17
DeRotterda.West.LW.LW03,4,2014-04-03 09:38:16,2014-04-03 09:38:24,17,16
DeRotterda.West.LW.LW03,2,2014-04-03 09:39:26,2014-04-03 09:39:49,16,25
DeRotterda.West.LW.LW03,5,2014-04-03 09:39:58,2014-04-03 09:40:39,25,0
DeRotterda.West.LW.LW03,1,2014-04-03 09:44:07,2014-04-03 09:45:08,0,44
DeRotterda.West.LW.LW03,3,2014-04-03 09:45:18,2014-04-03 09:46:10,44,17
DeRotterda.West.LW.LW03,2,2014-04-03 09:46:21,2014-04-03 09:46:33,17,14
DeRotterda.West.LW.LW03,4,2014-04-03 09:46:41,2014-04-03 09:46:49,14,13
DeRotterda.West.LW.LW03,2,2014-04-03 09:46:57,2014-04-03 09:47:19,13,3
DeRotterda.West.LW.LW03,8,2014-04-03 09:47:41,2014-04-03 09:48:39,3,44
DeRotterda.West.LW.LW03,8,2014-04-03 09:56:28,2014-04-03 09:57:25,44,3
DeRotterda.West.LW.LW03,2,2014-04-03 10:12:26,2014-04-03 10:12:50,3,15
DeRotterda.West.LW.LW03,5,2014-04-03 10:12:58,2014-04-03 10:13:27,15,0
DeRotterda.West.LW.LW03,4,2014-04-03 10:15:28,2014-04-03 10:15:52,0,9
DeRotterda.West.LW.LW03,2,2014-04-03 10:18:12,2014-04-03 10:18:27,9,7
DeRotterda.West.LW.LW03,5,2014-04-03 10:19:03,2014-04-03 10:19:15,7,9
DeRotterda.West.LW.LW03,2,2014-04-03 10:21:45,2014-04-03 10:22:07,9,0
DeRotterda.West.LW.LW03,14,2014-04-03 10:23:29,2014-04-03 10:23:51,0,9
DeRotterda.West.LW.LW03,3,2014-04-03 10:24:03,2014-04-03 10:24:24,9,20
DeRotterda.West.LW.LW03,4,2014-04-03 10:24:32,2014-04-03 10:25:07,20,0
DeRotterda.West.LW.LW03,2,2014-04-03 10:28:30,2014-04-03 10:28:43,0,2
DeRotterda.West.LW.LW03,5,2014-04-03 10:28:52,2014-04-03 10:29:25,2,22
DeRotterda.West.LW.LW03,3,2014-04-03 10:35:22,2014-04-03 10:35:37,22,17
DeRotterda.West.LW.LW03,5,2014-04-03 10:35:47,2014-04-03 10:36:19,17,0
DeRotterda.West.LW.LW03,8,2014-04-03 10:37:49,2014-04-03 10:38:09,0,7
DeRotterda.West.LW.LW03,2,2014-04-03 10:38:18,2014-04-03 10:38:35,7,2
DeRotterda.West.LW.LW03,3,2014-04-03 10:38:44,2014-04-03 10:39:14,2,19
DeRotterda.West.LW.LW03,2,2014-04-03 10:39:46,2014-04-03 10:40:10,19,9
DeRotterda.West.LW.LW03,15,2014-04-03 10:40:33,2014-04-03 10:40:50,9,4
DeRotterda.West.LW.LW03,2,2014-04-03 10:41:04,2014-04-03 10:41:14,4,2
DeRotterda.West.LW.LW03,4,2014-04-03 10:41:21,2014-04-03 10:41:51,2,19
DeRotterda.West.LW.LW03,3,2014-04-03 10:57:48,2014-04-03 10:58:09,19,30
DeRotterda.West.LW.LW03,6,2014-04-03 10:58:24,2014-04-03 10:58:59,30,7
DeRotterda.West.LW.LW03,2,2014-04-03 11:02:06,2014-04-03 11:02:26,7,0
DeRotterda.West.LW.LW03,10,2014-04-03 11:02:38,2014-04-03 11:02:51,0,3
DeRotterda.West.LW.LW03,8,2014-04-03 11:02:59,2014-04-03 11:03:56,3,44
DeRotterda.West.LW.LW03,10,2014-04-03 11:04:36,2014-04-03 11:05:25,44,8
DeRotterda.West.LW.LW03,3,2014-04-03 11:05:38,2014-04-03 11:05:46,8,7
DeRotterda.West.LW.LW03,8,2014-04-03 11:06:38,2014-04-03 11:16:57,7,7
DeRotterda.West.LW.LW03,5,2014-04-03 11:17:13,2014-04-03 11:18:04,7,44
DeRotterda.West.LW.LW03,7,2014-04-03 11:18:43,2014-04-03 11:19:46,44,0
DeRotterda.West.LW.LW03,2,2014-04-03 11:22:41,2014-04-03 11:23:01,0,7
DeRotterda.West.LW.LW03,6,2014-04-03 11:24:26,2014-04-03 11:24:46,7,0
DeRotterda.West.LW.LW03,4,2014-04-03 11:27:02,2014-04-03 11:28:03,0,44
DeRotterda.West.LW.LW03,6,2014-04-03 11:32:03,2014-04-03 11:33:06,44,0
DeRotterda.West.LW.LW03,5,2014-04-03 11:33:33,2014-04-03 11:33:53,0,7
DeRotterda.West.LW.LW03,2,2014-04-03 11:34:37,2014-04-03 11:35:12,7,30
DeRotterda.West.LW.LW03,6,2014-04-03 11:36:52,2014-04-03 11:37:37,30,0
DeRotterda.West.LW.LW03,4,2014-04-03 11:44:51,2014-04-03 11:45:16,0,11
DeRotterda.West.LW.LW03,2,2014-04-03 11:48:24,2014-04-03 11:48:45,11,2
DeRotterda.West.LW.LW03,5,2014-04-03 11:48:53,2014-04-03 11:49:06,2,0
DeRotterda.West.LW.LW03,4,2014-04-03 11:51:05,2014-04-03 11:51:45,0,25
DeRotterda.West.LW.LW03,5,2014-04-03 11:51:50,2014-04-03 11:52:17,25,9
DeRotterda.West.LW.LW03,2,2014-04-03 11:53:41,2014-04-03 11:54:14,9,30
DeRotterda.West.LW.LW03,8,2014-04-03 11:55:00,2014-04-03 11:55:36,30,7
DeRotterda.West.LW.LW03,9,2014-04-03 11:56:16,2014-04-03 11:56:36,7,0
DeRotterda.West.LW.LW03,5,2014-04-03 11:56:47,2014-04-03 11:57:22,0,20
DeRotterda.West.LW.LW03,3,2014-04-03 12:07:49,2014-04-03 12:07:59,20,18
DeRotterda.West.LW.LW03,5,2014-04-03 12:08:08,2014-04-03 12:08:37,18,2
DeRotterda.West.LW.LW03,2,2014-04-03 12:09:21,2014-04-03 12:09:33,2,0
DeRotterda.West.LW.LW03,6,2014-04-03 12:09:45,2014-04-03 12:10:44,0,42
DeRotterda.West.LW.LW03,4,2014-04-03 12:21:22,2014-04-03 12:22:48,42,30
